05693         C2022 05 19.94041818 59 50.84 +04 25 37.0          13.8 GV~5g2XL18
05693         C2022 05 19.94054818 59 50.93 +04 25 37.8          13.8 GV~5g2XL18
05693         C2022 05 19.94067818 59 51.04 +04 25 38.6          13.9 GV~5g2XL18
05693         C2022 05 19.94080818 59 51.10 +04 25 39.5          13.7 GV~5g2XL18
05693         C2022 05 19.94093718 59 51.19 +04 25 40.4          13.6 GV~5g2XL18
05693         C2022 05 19.94106718 59 51.27 +04 25 41.4          13.7 GV~5g2XL18
05693         C2022 05 19.94119718 59 51.37 +04 25 42.2          13.7 GV~5g2XL18
05693         C2022 05 19.94132718 59 51.45 +04 25 43.0          13.6 GV~5g2XL18
05693         C2022 05 19.94145718 59 51.53 +04 25 43.9          13.7 GV~5g2XL18
05693         C2022 05 19.94158718 59 51.62 +04 25 44.8          13.7 GV~5g2XL18
05693         C2022 05 20.93685 19 11 58.860+06 25 38.38         13.59Rq~5g2XL92
05693         C2022 05 20.93730 19 11 59.186+06 25 41.97         13.57Rq~5g2XL92
05693         C2022 05 20.93773 19 11 59.557+06 25 45.40         13.58Rq~5g2XL92
05693         C2022 05 20.93817 19 11 59.869+06 25 48.96         13.56Rq~5g2XL92
05693         C2022 05 20.93861 19 12 00.207+06 25 52.31         13.54Rq~5g2XL92
05693         C2022 05 20.93905 19 12 00.579+06 25 55.69         13.63Rq~5g2XL92
05693         C2022 05 20.93948 19 12 00.923+06 25 59.16         13.64Rq~5g2XL92
05693         C2022 05 20.93992 19 12 01.242+06 26 02.90         13.55Rq~5g2XL92
05693         C2022 05 20.94036 19 12 01.566+06 26 05.44         13.76Rq~5g2XL92
05693         C2022 05 20.94080 19 12 01.909+06 26 08.81         13.54Rq~5g2XL92
05693         C2022 05 20.94124 19 12 02.263+06 26 12.87         13.54Rq~5g2XL92
05693         C2022 05 20.94167 19 12 02.568+06 26 16.20         13.55Rq~5g2XL92
05693         C2022 05 20.94211 19 12 02.955+06 26 19.76         13.55Rq~5g2XL92
05693         C2022 05 20.94255 19 12 03.329+06 26 22.71         13.52Rq~5g2XL92
05693         C2022 05 20.94299 19 12 03.625+06 26 26.64         13.56Rq~5g2XL92
05693         C2022 05 20.94343 19 12 03.989+06 26 30.45         13.57Rq~5g2XL92
05693         C2022 05 20.94386 19 12 04.285+06 26 33.36         13.52Rq~5g2XL92
05693         C2022 05 20.94431 19 12 04.640+06 26 37.14         13.52Rq~5g2XL92
05693         C2022 05 20.94475 19 12 05.025+06 26 40.31         13.61Rq~5g2XL92
05693         C2022 05 20.94519 19 12 05.369+06 26 43.87         13.68Rq~5g2XL92
05693         C2022 05 20.94563 19 12 05.685+06 26 47.14         13.56Rq~5g2XL92
05693         C2022 05 20.94607 19 12 06.041+06 26 50.73         13.54Rq~5g2XL92
05693         C2022 05 20.94650 19 12 06.370+06 26 53.88         13.52Rq~5g2XL92
05693         C2022 05 20.94695 19 12 06.702+06 26 57.48         13.57Rq~5g2XL92
05693         C2022 05 20.94739 19 12 07.051+06 27 01.06         13.50Rq~5g2XL92
05693         C2022 05 20.94783 19 12 07.447+06 27 05.06         13.65Rq~5g2XL92
05693         C2022 05 20.94827 19 12 07.744+06 27 07.75         13.61Rq~5g2XL92
05693         C2022 05 20.94870 19 12 08.056+06 27 11.13         13.54Rq~5g2XL92
05693         C2022 05 20.94914 19 12 08.422+06 27 14.85         13.55Rq~5g2XL92
05693         C2022 05 20.94958 19 12 08.734+06 27 19.82         13.54Rq~5g2XL92
05693         C2022 05 21.02069 19 13 04.26 +06 36 23.4          13.8 GV~5g2XC23
05693         C2022 05 21.02109 19 13 04.52 +06 36 26.0          13.9 GV~5g2XC23
05693         C2022 05 21.95456 19 26 40.263+08 48 28.18         13.52Rq~5g2XL92
05693         C2022 05 21.95499 19 26 40.666+08 48 32.23         13.53Rq~5g2XL92
05693         C2022 05 21.95539 19 26 40.968+08 48 35.41         13.71Rq~5g2XL92
05693         C2022 05 21.95578 19 26 41.388+08 48 39.30         13.60Rq~5g2XL92
05693         C2022 05 21.95617 19 26 41.738+08 48 42.92         13.54Rq~5g2XL92
05693         C2022 05 21.95656 19 26 42.107+08 48 46.48         13.61Rq~5g2XL92
05693         C2022 05 21.95700 19 26 42.513+08 48 50.44         13.50Rq~5g2XL92
05693         C2022 05 21.95739 19 26 42.859+08 48 53.94         13.51Rq~5g2XL92
05693         C2022 05 21.95778 19 26 43.206+08 48 57.24         13.61Rq~5g2XL92
05693         C2022 05 21.95817 19 26 43.613+08 49 01.25         13.56Rq~5g2XL92
05693         C2022 05 21.95857 19 26 43.974+08 49 04.80         13.58Rq~5g2XL92
05693         C2022 05 21.95900 19 26 44.362+08 49 08.63         13.53Rq~5g2XL92
05693         C2022 05 21.95944 19 26 44.786+08 49 12.85         13.53Rq~5g2XL92
05693         C2022 05 21.95983 19 26 45.150+08 49 16.43         13.60Rq~5g2XL92
05693         C2022 05 21.96023 19 26 45.484+08 49 19.62         13.52Rq~5g2XL92
05693         C2022 05 21.96062 19 26 45.883+08 49 23.55         13.56Rq~5g2XL92
05693         C2022 05 21.96106 19 26 46.274+08 49 27.51         13.58Rq~5g2XL92
05693         C2022 05 21.96145 19 26 46.657+08 49 31.20         13.54Rq~5g2XL92
05693         C2022 05 21.96184 19 26 46.996+08 49 34.49         13.50Rq~5g2XL92
05693         C2022 05 21.96224 19 26 47.402+08 49 38.81         13.63Rq~5g2XL92
05693         C2022 05 21.96263 19 26 47.753+08 49 41.90         13.51Rq~5g2XL92
05693         C2022 05 21.96302 19 26 48.116+08 49 45.57         13.59Rq~5g2XL92
05693         C2022 05 21.96342 19 26 48.467+08 49 49.02         13.59Rq~5g2XL92
05693         C2022 05 21.96381 19 26 48.838+08 49 52.80         13.57Rq~5g2XL92
05693         C2022 05 21.96420 19 26 49.198+08 49 56.46         13.57Rq~5g2XL92
05693         C2022 05 22.88756 19 42 43.880+11 19 57.05         13.38Rq~5g2XL92
05693         C2022 05 22.88779 19 42 44.121+11 19 59.17         13.43Rq~5g2XL92
05693         C2022 05 22.88802 19 42 44.368+11 20 02.04         13.45Rq~5g2XL92
05693         C2022 05 22.88825 19 42 44.655+11 20 04.27         13.50Rq~5g2XL92
05693         C2022 05 22.88847 19 42 44.902+11 20 06.62         13.32Rq~5g2XL92
05693         C2022 05 22.88893 19 42 45.393+11 20 11.50         13.44Rq~5g2XL92
05693         C2022 05 22.88963 19 42 46.191+11 20 18.60         13.60Rq~5g2XL92
05693         C2022 05 22.88985 19 42 46.435+11 20 21.19         13.33Rq~5g2XL92
05693         C2022 05 22.89009 19 42 46.667+11 20 23.14         13.50Rq~5g2XL92
05693         C2022 05 22.89031 19 42 46.893+11 20 24.89         13.61Rq~5g2XL92
05693         C2022 05 22.89054 19 42 47.172+11 20 28.23         13.50Rq~5g2XL92
05693         C2022 05 22.89077 19 42 47.573+11 20 30.73         13.50Rq~5g2XL92
05693         C2022 05 22.89100 19 42 47.671+11 20 33.07         13.44Rq~5g2XL92
05693         C2022 05 22.89123 19 42 48.006+11 20 35.46         13.40Rq~5g2XL92
05693         C2022 05 22.89146 19 42 48.197+11 20 37.45         13.45Rq~5g2XL92
05693         C2022 05 22.89169 19 42 48.472+11 20 40.46         13.52Rq~5g2XL92
05693         C2022 05 22.89191 19 42 48.728+11 20 42.90         13.54Rq~5g2XL92
05693         C2022 05 22.89214 19 42 48.997+11 20 44.92         13.53Rq~5g2XL92
05693         C2022 05 22.89237 19 42 49.276+11 20 47.24         13.54Rq~5g2XL92
05693         C2022 05 22.89260 19 42 49.490+11 20 50.13         13.60Rq~5g2XL92
05693         C2022 05 22.89283 19 42 49.795+11 20 52.19         13.58Rq~5g2XL92
05693         C2022 05 22.89305 19 42 50.013+11 20 54.82         13.66Rq~5g2XL92
05693         C2022 05 22.89328 19 42 50.249+11 20 57.08         13.40Rq~5g2XL92
05693         C2022 05 22.89352 19 42 50.547+11 20 59.62         13.41Rq~5g2XL92
05693         C2022 05 22.89374 19 42 50.761+11 21 02.26         13.46Rq~5g2XL92
05693         C2022 05 22.89398 19 42 50.949+11 21 05.13         13.78Rq~5g2XL92
05693         C2022 05 22.89421 19 42 51.302+11 21 06.82         13.44Rq~5g2YL92
05693         C2022 05 22.89882 19 42 56.121+11 21 56.07         13.58Rq~5g2YL92
05693         C2022 05 22.89929 19 42 56.977+11 22 00.30         13.65Rq~5g2YL92
05693         C2022 05 22.89975 19 42 57.498+11 22 05.12         13.69Rq~5g2YL92
05693         C2022 05 22.90022 19 42 58.045+11 22 10.26         13.64Rq~5g2YL92
05693         C2022 05 22.90068 19 42 58.543+11 22 14.88         13.71Rq~5g2YL92
05693         C2022 05 22.90115 19 42 59.038+11 22 20.10         13.70Rq~5g2YL92
05693         C2022 05 23.51389719 55 08.340+13 14 20.26         13.50oV~5g2YT08
05693         C2022 05 23.51573819 55 10.603+13 14 41.32         13.52oV~5g2YT08
05693         C2022 05 23.51895919 55 14.561+13 15 18.11         13.53oV~5g2YT08
05693         C2022 05 23.53194319 55 30.533+13 17 46.50         13.58oV~5g2YT08
05693         C2022 05 23.92578 20 04 11.830+14 33 39.57         13.59Rq~5g2YL92
05693         C2022 05 23.92600 20 04 12.125+14 33 42.38         13.61Rq~5g2YL92
05693         C2022 05 23.92622 20 04 12.401+14 33 45.14         13.65Rq~5g2YL92
05693         C2022 05 23.92644 20 04 12.672+14 33 47.79         13.72Rq~5g2YL92
05693         C2022 05 23.92666 20 04 12.998+14 33 50.49         13.72Rq~5g2YL92
05693         C2022 05 23.92688 20 04 13.262+14 33 52.83         13.60Rq~5g2YL92
05693         C2022 05 23.92710 20 04 13.578+14 33 55.71         13.80Rq~5g2YL92
05693         C2022 05 23.92731 20 04 13.803+14 33 56.83         13.75Rq~5g2YL92
05693         C2022 05 23.92753 20 04 14.177+14 34 00.76         13.67Rq~5g2YL92
05693         C2022 05 23.92775 20 04 14.496+14 34 03.64         13.63Rq~5g2YL92
05693         C2022 05 23.92798 20 04 14.780+14 34 06.19         13.70Rq~5g2YL92
05693         C2022 05 23.92819 20 04 15.055+14 34 08.73         13.65Rq~5g2YL92
05693         C2022 05 23.92841 20 04 15.357+14 34 11.36         13.78Rq~5g2YL92
05693         C2022 05 23.92863 20 04 15.659+14 34 13.96         13.81Rq~5g2YL92
05693         C2022 05 23.92885 20 04 15.957+14 34 16.85         13.78Rq~5g2YL92
05693         C2022 05 23.92907 20 04 16.207+14 34 19.17         13.85Rq~5g2YL92
05693         C2022 05 23.92929 20 04 16.583+14 34 21.92         13.81Rq~5g2YL92
05693         C2022 05 23.92951 20 04 16.833+14 34 24.60         13.75Rq~5g2YL92
05693         C2022 05 23.92973 20 04 17.132+14 34 27.31         13.79Rq~5g2YL92
05693         C2022 05 23.92995 20 04 17.450+14 34 30.01         13.59Rq~5g2YL92
05693         C2022 05 23.93017 20 04 17.761+14 34 32.77         13.84Rq~5g2YL92
05693         C2022 05 23.93039 20 04 18.060+14 34 35.31         13.80Rq~5g2YL92
05693         C2022 05 23.93061 20 04 18.349+14 34 37.89         13.85Rq~5g2YL92
05693         C2022 05 23.93083 20 04 18.643+14 34 40.78         13.71Rq~5g2YL92
05693         C2022 05 23.93106 20 04 18.925+14 34 43.11         13.72Rq~5g2YL92
05693         C2022 05 23.93127 20 04 19.241+14 34 45.96         13.83Rq~5g2YL92
05693         C2022 05 23.93149 20 04 19.527+14 34 48.54         13.79Rq~5g2YL92
05693         C2022 05 23.93172 20 04 19.838+14 34 51.20         13.75Rq~5g2YL92
05693         C2022 05 23.93194 20 04 20.106+14 34 53.80         13.77Rq~5g2YL92
05693         C2022 05 23.93363 20 04 22.416+14 35 14.09         14.08Rq~5g2YL92
05693         C2022 05 23.93384 20 04 22.720+14 35 16.74         14.01Rq~5g2YL92
05693         C2022 05 23.93407 20 04 23.159+14 35 21.69         13.82Rq~5g2YL92
05693         C2022 05 23.93428 20 04 23.338+14 35 22.46         13.91Rq~5g2YL92
05693         C2022 05 23.93450 20 04 23.608+14 35 25.00         13.91Rq~5g2YL92
05693         C2022 05 23.93472 20 04 23.913+14 35 27.67         13.94Rq~5g2YL92
05693         C2022 05 23.93494 20 04 24.195+14 35 30.07         13.96Rq~5g2YL92
05693         C2022 05 23.93516 20 04 24.488+14 35 32.68         13.82Rq~5g2YL92
05693         C2022 05 23.93538 20 04 24.806+14 35 35.53         13.87Rq~5g2YL92
05693         C2022 05 23.93559 20 04 25.151+14 35 38.21         13.90Rq~5g2YL92
05693         C2022 05 23.93581 20 04 25.357+14 35 40.75         13.95Rq~5g2YL92
05693         C2022 05 23.93603 20 04 25.714+14 35 43.34         13.75Rq~5g2YL92
05693         C2022 05 23.93625 20 04 25.978+14 35 45.88         13.80Rq~5g2YL92
05693         C2022 05 23.93647 20 04 26.281+14 35 48.56         13.93Rq~5g2YL92
05693         C2022 05 23.93669 20 04 26.574+14 35 51.22         13.96Rq~5g2YL92
05693         C2022 05 23.93691 20 04 26.877+14 35 53.84         13.95Rq~5g2YL92
05693         C2022 05 23.93714 20 04 27.213+14 35 56.68         13.74Rq~5g2YL92
05693         C2022 05 23.93736 20 04 27.433+14 35 58.90         13.83Rq~5g2YL92
05693         C2022 05 23.93757 20 04 27.758+14 36 02.09         14.03Rq~5g2YL92
05693         C2022 05 23.93779 20 04 28.064+14 36 04.54         13.99Rq~5g2YL92
05693         C2022 05 23.93801 20 04 28.351+14 36 07.35         14.01Rq~5g2YL92
05693         C2022 05 23.93823 20 04 28.699+14 36 10.01         13.99Rq~5g2YL92
05693         C2022 05 23.93846 20 04 28.978+14 36 12.60         13.99Rq~5g2YL92
05693         C2022 05 23.93868 20 04 29.286+14 36 15.61         13.99Rq~5g2YL92
05693         C2022 05 23.93890 20 04 29.564+14 36 17.86         13.95Rq~5g2YL92
05693         C2022 05 23.93912 20 04 29.864+14 36 20.59         14.03Rq~5g2YL92
05693         C2022 05 23.93934 20 04 30.163+14 36 23.00         14.10Rq~5g2YL92
05693         C2022 05 23.93956 20 04 30.463+14 36 25.82         14.00Rq~5g2YL92
05693         C2022 05 23.93978 20 04 30.761+14 36 28.47         13.96Rq~5g2YL92
05693         C2022 05 23.94000 20 04 31.062+14 36 31.35         13.95Rq~5g2YL92
05693         C2022 05 23.94022 20 04 31.330+14 36 33.97         14.00Rq~5g2YL92
05693         C2022 05 23.94044 20 04 31.659+14 36 37.06         13.87Rq~5g2YL92
05693         C2022 05 23.94065 20 04 31.909+14 36 39.05         13.90Rq~5g2YL92
05693         C2022 05 23.94087 20 04 32.251+14 36 41.88         14.00Rq~5g2YL92
05693         C2022 05 23.94109 20 04 32.544+14 36 44.40         13.92Rq~5g2YL92
05693         C2022 05 23.94131 20 04 32.851+14 36 47.37         13.98Rq~5g2YL92
05693         C2022 05 23.94153 20 04 33.144+14 36 49.74         13.81Rq~5g2YL92
05693         C2022 05 23.94175 20 04 33.416+14 36 52.30         13.88Rq~5g2YL92
05693         C2022 05 23.94197 20 04 33.759+14 36 55.23         13.97Rq~5g2YL92
05693         C2022 05 23.94219 20 04 34.023+14 36 57.77         13.93Rq~5g2YL92
05693         C2022 05 23.94241 20 04 34.335+14 37 00.58         13.86Rq~5g2YL92
05693         C2022 05 23.94263 20 04 34.682+14 37 02.92         13.66Rq~5g2YL92
05693         C2022 05 23.94285 20 04 34.936+14 37 05.99         13.97Rq~5g2YL92
05693         C2022 05 23.94306 20 04 35.210+14 37 08.26         13.95Rq~5g2YL92
05693         C2022 05 23.94328 20 04 35.546+14 37 11.03         14.02Rq~5g2YL92
05693         C2022 05 23.94350 20 04 35.760+14 37 13.30         14.06Rq~5g2YL92
05693         C2022 05 23.94372 20 04 36.252+14 37 16.72         14.12Rq~5g2YL92
05693         C2022 05 23.94394 20 04 36.408+14 37 18.99         13.99Rq~5g2YL92
05693         C2022 05 23.94416 20 04 36.712+14 37 21.58         13.94Rq~5g2YL92
05693         C2022 05 23.94438 20 04 36.997+14 37 24.20         13.92Rq~5g2YL92
05693         C2022 05 23.94460 20 04 37.286+14 37 26.73         14.04Rq~5g2YL92
05693         C2022 05 23.94482 20 04 37.585+14 37 29.46         13.94Rq~5g2YL92
05693         C2022 05 23.94505 20 04 37.919+14 37 32.36         13.87Rq~5g2YL92
05693         C2022 05 23.94527 20 04 38.185+14 37 34.37         13.87Rq~5g2YL92
05693         C2022 05 23.94548 20 04 38.502+14 37 37.83         14.06Rq~5g2YL92
05693         C2022 05 23.94570 20 04 38.797+14 37 40.32         14.00Rq~5g2YL92
05693         C2022 05 23.94592 20 04 39.143+14 37 43.06         13.84Rq~5g2YL92
05693         C2022 05 23.94614 20 04 39.413+14 37 45.81         13.90Rq~5g2YL92
05693         C2022 05 23.94636 20 04 39.701+14 37 48.35         13.85Rq~5g2YL92
05693         C2022 05 23.94658 20 04 39.996+14 37 51.79         13.74Rq~5g2YL92
05693         C2022 05 23.94680 20 04 40.291+14 37 53.60         13.92Rq~5g2YL92
05693         C2022 05 23.94701 20 04 40.598+14 37 55.98         13.96Rq~5g2YL92
05693         C2022 05 23.94723 20 04 40.897+14 37 58.74         13.92Rq~5g2YL92
05693         C2022 05 23.94745 20 04 41.184+14 38 01.53         13.93Rq~5g2YL92
05693         C2022 05 23.94767 20 04 41.515+14 38 04.52         14.05Rq~5g2YL92
05693         C2022 05 23.94789 20 04 41.763+14 38 06.79         13.96Rq~5g2YL92
05693         C2022 05 23.94811 20 04 42.093+14 38 09.38         14.01Rq~5g2YL92
05693         C2022 05 23.94833 20 04 42.387+14 38 12.17         14.08Rq~5g2YL92
05693         C2022 05 23.94854 20 04 42.649+14 38 14.75         13.98Rq~5g2YL92
05693         C2022 05 23.94898 20 04 43.259+14 38 20.03         14.01Rq~5g2YL92
05693         C2022 05 23.94920 20 04 43.549+14 38 22.54         13.95Rq~5g2YL92
05693         C2022 05 23.94942 20 04 43.850+14 38 25.45         13.95Rq~5g2YL92
05693         C2022 05 23.94965 20 04 44.186+14 38 28.07         13.88Rq~5g2YL92
05693         C2022 05 23.94987 20 04 44.466+14 38 30.86         13.92Rq~5g2YL92
05693         C2022 05 23.95009 20 04 44.788+14 38 33.46         13.91Rq~5g2YL92
05693         C2022 05 23.95031 20 04 45.075+14 38 36.06         14.01Rq~5g2YL92
05693         C2022 05 23.95053 20 04 45.350+14 38 38.73         13.88Rq~5g2YL92
05693         C2022 05 23.95075 20 04 45.654+14 38 41.45         13.83Rq~5g2YL92
05693         C2022 05 23.95097 20 04 45.925+14 38 43.94         14.03Rq~5g2YL92
05693         C2022 05 24.67587 20 22 31.942+17 09 41.29         13.8 Vq~5g2YQ21
05693         C2022 05 24.67711 20 22 33.864+17 09 57.42         14.0 Vq~5g2YQ21
05693         C2022 05 24.67793 20 22 35.141+17 10 08.36         14.1 Vq~5g2YQ21
05693         C2022 05 24.68063 20 22 39.300+17 10 43.61         14.0 Vq~5g2YQ21
05693         C2022 05 24.68270 20 22 42.516+17 11 10.50         13.9 Vq~5g2YQ21
05693         C2022 05 24.68476 20 22 45.703+17 11 37.46         14.0 Vq~5g2YQ21
05693         C2022 05 24.68641 20 22 48.266+17 11 59.24         14.0 Vq~5g2YQ21
05693         C2022 05 25.04970 20 32 41.14 +18 31 12.3          13.8 GV~5g2YC23
05693         C2022 05 25.05343 20 32 47.35 +18 32 02.5          14.0 GV~5g2YC23
05693         C2022 05 25.05629 20 32 52.12 +18 32 40.8          13.9 GV~5g2YC23
05693         C2022 05 25.50891820 46 11.633+20 15 44.42         13.58oV~5g2YT08
05693         C2022 05 25.51213820 46 17.429+20 16 29.06         13.58oV~5g2YT08
05693         C2022 05 25.54610620 47 18.653+20 24 19.30         13.60oV~5g2YT08
05693         C2022 05 25.54656620 47 19.476+20 24 25.56         13.55oV~5g2YT08
05693         C2022 05 25.55675120 47 37.865+20 26 46.43         13.47oV~5g2YT08
05693        0C2022 05 26.27436 21 11 11.70 +23 11 08.5          13.9 GV~5g2Y851
05693        0C2022 05 26.27478 21 11 12.57 +23 11 14.3          14.0 GV~5g2Y851
05693        0C2022 05 26.27520 21 11 13.42 +23 11 20.1          14.0 GV~5g2Y851
05693        0C2022 05 26.27561 21 11 14.27 +23 11 25.8          14.0 GV~5g2Y851
05693        0C2022 05 26.27602 21 11 15.11 +23 11 31.7          13.9 GV~5g2Y851
