G1989J78C00A  C2003 01 20.70459 09 42 51.31 -34 40 28.9                ch1007322
G1989J78C00A  C2003 01 20.71920 09 42 50.55 -34 40 25.7                ch1007322
G1989J78C00A  C2003 01 20.72412 09 42 50.38 -34 40 24.7                ch1007322
G1989J78C00A  C2003 01 26.49991 09 37 59.17 -33 57 32.4          16.8 Veh1007428
G1989J78C00A  C2003 01 26.50961 09 37 58.48 -33 57 26.4          17.2 Veh1007428
G1989J78C00A  C2003 01 26.61729 09 37 50.85 -33 56 14.3          17.4 Veh1007428
G1989J78C00A 9C2003 01 30.14983 09 33 45.32 -33 04 25.7          16.4 Rch3025809
G1989J78C00A  C2003 02 08.54469 09 18 43.71 -28 33 47.9          15.9 Veh3025428
G1989J78C00A  C2003 02 08.55122 09 18 42.88 -28 33 31.8          16.1 Veh3025428
G1989J78C00A  C2003 02 08.94661 09 17 57.61 -28 17 09.4          15.7 R h3025939
G1989J78C00A  C2003 02 08.95135 09 17 56.95 -28 16 59.1          15.9 R h3025939
G1989J78C00A  C2003 02 08.95612 09 17 56.30 -28 16 48.9          16.1 R h3025939
G1989J78C00A 7C2003 02 09.07692 09 17 43.43 -28 11 00.8          15.5 Rdh3025809
G1989J78C00A 7C2003 02 09.07912 09 17 43.16 -28 10 55.1          15.4 Rdh3025809
G1989J78C00A 7C2003 02 09.08102 09 17 42.93 -28 10 50.5          15.4 Rdh3025809
G1989         C2003 02 10.22940 09 15 27.04 -27 19 01.1          16.3 Ro~0dLD644
G1989         C2003 02 10.25223 09 15 24.05 -27 17 56.8          16.3 Ro~0dLD644
G1989         C2003 02 10.27862 09 15 20.57 -27 16 42.0          16.3 Ro~0dLD644
G1989J78C00A  C2003 02 10.54486 09 14 48.27 -27 03 25.1          16.7 Veh3025428
G1989J78C00A  C2003 02 10.54664 09 14 47.99 -27 03 19.6          16.5 Veh3025428
G1989J78C00A  C2003 02 10.54837 09 14 47.76 -27 03 14.6          16.5 Veh3025428
G1989J78C00A 7C2003 02 18.02435 08 58 16.50 -19 05 54.9          15.0 Rdh3601809
G1989J78C00A 7C2003 02 18.02521 08 58 16.37 -19 05 50.7          14.9 Rdh3601809
G1989J78C00A 7C2003 02 18.02606 08 58 16.24 -19 05 46.8          15.0 Rdh3601809
G1989J78C00A  C2003 02 18.89951 08 56 09.37 -17 54 12.6          15.8 Rdh3601J95
G1989J78C00A  C2003 02 18.90298 08 56 08.78 -17 53 56.0          15.8 Rdh3601J95
G1989J78C00A  C2003 02 18.90645 08 56 08.23 -17 53 38.0          15.9 Rdh3601J95
G1989J78C00A  C2003 02 19.88730 08 53 44.94 -16 27 50.9          14.7 Vch3601240
G1989J78C00A  C2003 02 19.88891 08 53 44.70 -16 27 41.4          14.6 Rch3601204
G1989J78C00A  C2003 02 19.88955 08 53 44.57 -16 27 38.9          14.7 Vch3601240
G1989J78C00A  C2003 02 19.89066 08 53 44.40 -16 27 33.0          14.7 Vch3601240
G1989J78C00A  C2003 02 19.89119 08 53 44.34 -16 27 29.2                ch3601204
G1989J78C00A  C2003 02 19.89177 08 53 44.23 -16 27 27.3          14.7 Vch3601240
G1989J78C00A  C2003 02 19.89289 08 53 44.05 -16 27 20.8          14.8 Vch3601240
G1989J78C00A  C2003 02 19.89446 08 53 43.82 -16 27 11.7          14.6 Rch3601204
G1989J78C00A  C2003 02 19.89625 08 53 43.52 -16 27 02.9          14.7 Vch3601240
G1989J78C00A  C2003 02 19.89701 08 53 43.40 -16 26 57.9          14.7 Rch3601204
G1989J78C00A  C2003 02 19.89736 08 53 43.35 -16 26 56.7          14.7 Vch3601240
G1989J78C00A  C2003 02 19.90013 08 53 42.92 -16 26 40.7          14.7 Rch3601204
G1989J78C00A  C2003 02 19.90295 08 53 42.47 -16 26 25.8          14.8 Rch3601204
G1989J78C00A  C2003 02 20.51128 08 52 13.14 -15 30 38.8          16.3 Vmh3601379
G1989J78C00A  C2003 02 20.52119 08 52 11.55 -15 29 43.6          16.5 Vmh3601379
G1989J78C00A  C2003 02 20.52516 08 52 10.90 -15 29 21.3          16.3 Vmh3601379
G1989J78C00A  C2003 02 20.52830 08 52 10.38 -15 29 04.0          16.3 Vmh3601379
G1989J78C00A  C2003 02 20.53398 08 52 09.58 -15 28 32.0          16.0 Vmh3601300
G1989J78C00A  C2003 02 20.69816 08 51 43.08 -15 13 06.1          15.7 Vmh3601300
G1989J78C00A  C2003 02 20.92815 08 51 10.31 -14 51 26.7          15.1 Rch3601587
G1989J78C00A  C2003 02 20.92926 08 51 10.12 -14 51 20.3          15.2 Rch3601587
G1989J78C00A  C2003 02 20.93036 08 51 09.93 -14 51 14.1          15.2 Rch3601587
G1989J78C00A  C2003 02 21.22289 08 50 27.16 -14 23 02.6                ch3601670
G1989J78C00A  C2003 02 21.28138 08 50 17.60 -14 17 22.8                ch3601670
G1989J78C00A  C2003 02 21.33220 08 50 09.26 -14 12 25.5                ch3601670
G1989J78C00A  C2003 02 21.39692 08 49 58.74 -14 06 04.7                ch3601670
G1989J78C00A  C2003 02 21.85978 08 48 51.50 -13 20 24.1          15.1 Vch3601198
G1989J78C00A  C2003 02 21.86124 08 48 51.26 -13 20 16.0          14.9 Vch3601198
G1989J78C00A  C2003 02 21.86490 08 48 50.64 -13 19 54.1          15.1 Vch3601198
G1989J78C00A  C2003 02 21.86856 08 48 50.04 -13 19 32.4          15.1 Vch3601198
